Segment,Protein Name,Sequence Accession,Complete Genome,Segment Length,Subtype,Collection Date,Host Species,Country,State/Province,Flu Season,Strain Name
6,NA,CY052705,Yes,1420,H1N1,9/9/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45093214/2009(H1N1)
1,PB2,CY052670,Yes,2293,H1N1,9/9/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45093670/2009(H1N1)
2,PB1,CY052669,Yes,2303,H1N1,9/9/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45093670/2009(H1N1)
3,"PA,PA-X protein(+41)",CY052668,Yes,2172,H1N1,9/9/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45093670/2009(H1N1)
8,"NS1,NS2",CY052667,Yes,850,H1N1,9/9/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45093670/2009(H1N1)
5,NP,CY052666,Yes,1523,H1N1,9/9/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45093670/2009(H1N1)
6,NA,CY052665,Yes,1420,H1N1,9/9/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45093670/2009(H1N1)
4,HA,CY052663,Yes,1734,H1N1,9/9/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45093670/2009(H1N1)
7,"M1,M2",CY052664,Yes,987,H1N1,9/9/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45093670/2009(H1N1)
6,NA,CY052657,Yes,1420,H1N1,9/9/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45093846/2009(H1N1)
1,PB2,CY052662,Yes,2293,H1N1,9/9/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45093846/2009(H1N1)
2,PB1,CY052661,Yes,2303,H1N1,9/9/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45093846/2009(H1N1)
8,"NS1,NS2",CY052659,Yes,850,H1N1,9/9/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45093846/2009(H1N1)
7,"M1,M2",CY052656,Yes,987,H1N1,9/9/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45093846/2009(H1N1)
4,HA,CY052655,Yes,1734,H1N1,9/9/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45093846/2009(H1N1)
3,"PA,PA-X protein(+41)",CY052660,Yes,2172,H1N1,9/9/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45093846/2009(H1N1)
5,NP,CY052658,Yes,1523,H1N1,9/9/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45093846/2009(H1N1)
1,PB2,CY052766,Yes,2293,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45101422/2009(H1N1)
4,HA,CY052759,Yes,1734,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45101422/2009(H1N1)
7,"M1,M2",CY052760,Yes,987,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45101422/2009(H1N1)
6,NA,CY052761,Yes,1420,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45101422/2009(H1N1)
5,NP,CY052762,Yes,1523,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45101422/2009(H1N1)
8,"NS1,NS2",CY052763,Yes,850,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45101422/2009(H1N1)
3,"PA,PA-X protein(+41)",CY052764,Yes,2166,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45101422/2009(H1N1)
2,PB1,CY052765,Yes,2299,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45101422/2009(H1N1)
1,PB2,CY052750,Yes,2293,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45101424/2009(H1N1)
3,"PA,PA-X protein(+41)",CY052748,Yes,2172,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45101424/2009(H1N1)
8,"NS1,NS2",CY052747,Yes,850,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45101424/2009(H1N1)
5,NP,CY052746,Yes,1523,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45101424/2009(H1N1)
6,NA,CY052745,Yes,1420,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45101424/2009(H1N1)
2,PB1,CY052749,Yes,2303,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45101424/2009(H1N1)
4,HA,CY052743,Yes,1734,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45101424/2009(H1N1)
7,"M1,M2",CY052744,Yes,987,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45101424/2009(H1N1)
2,PB1,CY052901,Yes,2303,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45102952/2009(H1N1)
3,"PA,PA-X protein(+41)",CY052900,Yes,2172,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45102952/2009(H1N1)
8,"NS1,NS2",CY052899,Yes,850,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45102952/2009(H1N1)
5,NP,CY052898,Yes,1523,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45102952/2009(H1N1)
6,NA,CY052897,Yes,1420,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45102952/2009(H1N1)
7,"M1,M2",CY052896,Yes,987,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45102952/2009(H1N1)
4,HA,CY052895,Yes,1734,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45102952/2009(H1N1)
1,PB2,CY052902,Yes,2293,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45102952/2009(H1N1)
4,HA,CY052647,Yes,1733,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45103259/2009(H1N1)
7,"M1,M2",CY052648,Yes,987,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45103259/2009(H1N1)
6,NA,CY052649,Yes,1420,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45103259/2009(H1N1)
5,NP,CY052650,Yes,1523,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45103259/2009(H1N1)
8,"NS1,NS2",CY052651,Yes,850,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45103259/2009(H1N1)
3,"PA,PA-X protein(+41)",CY052652,Yes,2172,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45103259/2009(H1N1)
2,PB1,CY052653,Yes,2303,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45103259/2009(H1N1)
1,PB2,CY052654,Yes,2293,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45103259/2009(H1N1)
5,NP,CY052514,Yes,1523,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45103737/2009(H1N1)
6,NA,CY052513,Yes,1420,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45103737/2009(H1N1)
2,PB1,CY052517,Yes,2303,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45103737/2009(H1N1)
4,HA,CY052511,Yes,1734,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45103737/2009(H1N1)
3,"PA,PA-X protein(+41)",CY052516,Yes,2175,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45103737/2009(H1N1)
8,"NS1,NS2",CY052515,Yes,850,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45103737/2009(H1N1)
1,PB2,CY052518,Yes,2293,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45103737/2009(H1N1)
7,"M1,M2",CY052512,Yes,987,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45103737/2009(H1N1)
2,PB1,CY052757,Yes,2303,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45103759/2009(H1N1)
1,PB2,CY052758,Yes,2293,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45103759/2009(H1N1)
4,HA,CY052751,Yes,1732,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45103759/2009(H1N1)
6,NA,CY052753,Yes,1420,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45103759/2009(H1N1)
7,"M1,M2",CY052752,Yes,987,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45103759/2009(H1N1)
5,NP,CY052754,Yes,1523,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45103759/2009(H1N1)
8,"NS1,NS2",CY052755,Yes,850,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45103759/2009(H1N1)
3,"PA,PA-X protein(+41)",CY052756,Yes,2166,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45103759/2009(H1N1)
2,PB1,CY052533,Yes,2303,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45103998/2009(H1N1)
6,NA,CY052529,Yes,1420,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45103998/2009(H1N1)
7,"M1,M2",CY052528,Yes,987,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45103998/2009(H1N1)
4,HA,CY052527,Yes,1734,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45103998/2009(H1N1)
1,PB2,CY052534,Yes,2293,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45103998/2009(H1N1)
3,"PA,PA-X protein(+41)",CY052532,Yes,2175,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45103998/2009(H1N1)
8,"NS1,NS2",CY052531,Yes,850,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45103998/2009(H1N1)
5,NP,CY052530,Yes,1523,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45103998/2009(H1N1)
1,PB2,CY052510,Yes,2293,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45104026/2009(H1N1)
2,PB1,CY052509,Yes,2303,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45104026/2009(H1N1)
3,"PA,PA-X protein(+41)",CY052508,Yes,2175,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45104026/2009(H1N1)
8,"NS1,NS2",CY052507,Yes,850,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45104026/2009(H1N1)
5,NP,CY052506,Yes,1523,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45104026/2009(H1N1)
6,NA,CY052505,Yes,1420,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45104026/2009(H1N1)
4,HA,CY052503,Yes,1734,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45104026/2009(H1N1)
7,"M1,M2",CY052504,Yes,987,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45104026/2009(H1N1)
3,"PA,PA-X protein(+41)",CY052524,Yes,2175,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45104048/2009(H1N1)
8,"NS1,NS2",CY052523,Yes,850,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45104048/2009(H1N1)
5,NP,CY052522,Yes,1523,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45104048/2009(H1N1)
6,NA,CY052521,Yes,1420,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45104048/2009(H1N1)
7,"M1,M2",CY052520,Yes,987,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45104048/2009(H1N1)
4,HA,CY052519,Yes,1734,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45104048/2009(H1N1)
2,PB1,CY052525,Yes,2303,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45104048/2009(H1N1)
1,PB2,CY052526,Yes,2293,H1N1,9/10/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45104048/2009(H1N1)
4,HA,CY052495,Yes,1734,H1N1,9/11/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45113371/2009(H1N1)
7,"M1,M2",CY052496,Yes,987,H1N1,9/11/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45113371/2009(H1N1)
6,NA,CY052497,Yes,1420,H1N1,9/11/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45113371/2009(H1N1)
5,NP,CY052498,Yes,1523,H1N1,9/11/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45113371/2009(H1N1)
8,"NS1,NS2",CY052499,Yes,850,H1N1,9/11/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45113371/2009(H1N1)
3,"PA,PA-X protein(+41)",CY052500,Yes,2175,H1N1,9/11/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45113371/2009(H1N1)
1,PB2,CY052502,Yes,2293,H1N1,9/11/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45113371/2009(H1N1)
2,PB1,CY052501,Yes,2303,H1N1,9/11/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45113371/2009(H1N1)
1,PB2,CY052542,Yes,2293,H1N1,9/11/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45113882/2009(H1N1)
2,PB1,CY052541,Yes,2303,H1N1,9/11/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45113882/2009(H1N1)
3,"PA,PA-X protein(+41)",CY052540,Yes,2175,H1N1,9/11/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45113882/2009(H1N1)
8,"NS1,NS2",CY052539,Yes,850,H1N1,9/11/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45113882/2009(H1N1)
6,NA,CY052537,Yes,1420,H1N1,9/11/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45113882/2009(H1N1)
4,HA,CY052535,Yes,1734,H1N1,9/11/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45113882/2009(H1N1)
7,"M1,M2",CY052536,Yes,987,H1N1,9/11/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45113882/2009(H1N1)
5,NP,CY052538,Yes,1523,H1N1,9/11/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45113882/2009(H1N1)
3,"PA,PA-X protein(+41)",CY052916,Yes,2172,H1N1,9/11/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45113911/2009(H1N1)
8,"NS1,NS2",CY052915,Yes,850,H1N1,9/11/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45113911/2009(H1N1)
5,NP,CY052914,Yes,1523,H1N1,9/11/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45113911/2009(H1N1)
6,NA,CY052913,Yes,1420,H1N1,9/11/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45113911/2009(H1N1)
4,HA,CY052911,Yes,1734,H1N1,9/11/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45113911/2009(H1N1)
7,"M1,M2",CY052912,Yes,987,H1N1,9/11/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45113911/2009(H1N1)
2,PB1,CY052917,Yes,2303,H1N1,9/11/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45113911/2009(H1N1)
1,PB2,CY052918,Yes,2293,H1N1,9/11/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45113911/2009(H1N1)
2,PB1,CY052437,Yes,2303,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45120922/2009(H1N1)
3,"PA,PA-X protein(+41)",CY052436,Yes,2175,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45120922/2009(H1N1)
1,PB2,CY052438,Yes,2293,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45120922/2009(H1N1)
8,"NS1,NS2",CY052435,Yes,850,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45120922/2009(H1N1)
5,NP,CY052434,Yes,1523,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45120922/2009(H1N1)
6,NA,CY052433,Yes,1420,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45120922/2009(H1N1)
4,HA,CY052431,Yes,1734,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45120922/2009(H1N1)
7,"M1,M2",CY052432,Yes,987,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45120922/2009(H1N1)
6,NA,CY052929,Yes,1420,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45121004/2009(H1N1)
5,NP,CY052930,Yes,1523,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45121004/2009(H1N1)
8,"NS1,NS2",CY052931,Yes,850,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45121004/2009(H1N1)
7,"M1,M2",CY052928,Yes,987,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45121004/2009(H1N1)
1,PB2,CY052934,Yes,2293,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45121004/2009(H1N1)
3,"PA,PA-X protein(+41)",CY052932,Yes,2172,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45121004/2009(H1N1)
2,PB1,CY052933,Yes,2303,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45121004/2009(H1N1)
4,HA,CY052927,Yes,1734,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45121004/2009(H1N1)
1,PB2,CY052470,Yes,2293,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45121606/2009(H1N1)
2,PB1,CY052469,Yes,2303,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45121606/2009(H1N1)
3,"PA,PA-X protein(+41)",CY052468,Yes,2175,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45121606/2009(H1N1)
8,"NS1,NS2",CY052467,Yes,850,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45121606/2009(H1N1)
5,NP,CY052466,Yes,1523,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45121606/2009(H1N1)
6,NA,CY052465,Yes,1420,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45121606/2009(H1N1)
7,"M1,M2",CY052464,Yes,987,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45121606/2009(H1N1)
4,HA,CY052463,Yes,1734,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45121606/2009(H1N1)
3,"PA,PA-X protein(+41)",CY052476,Yes,2175,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45122033/2009(H1N1)
4,HA,CY052471,Yes,1734,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45122033/2009(H1N1)
8,"NS1,NS2",CY052475,Yes,850,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45122033/2009(H1N1)
5,NP,CY052474,Yes,1523,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45122033/2009(H1N1)
7,"M1,M2",CY052472,Yes,987,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45122033/2009(H1N1)
6,NA,CY052473,Yes,1420,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45122033/2009(H1N1)
2,PB1,CY052477,Yes,2303,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45122033/2009(H1N1)
1,PB2,CY052478,Yes,2293,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45122033/2009(H1N1)
1,PB2,CY052494,Yes,2293,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45122036/2009(H1N1)
2,PB1,CY052493,Yes,2303,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45122036/2009(H1N1)
3,"PA,PA-X protein(+41)",CY052492,Yes,2175,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45122036/2009(H1N1)
8,"NS1,NS2",CY052491,Yes,850,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45122036/2009(H1N1)
5,NP,CY052490,Yes,1523,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45122036/2009(H1N1)
6,NA,CY052489,Yes,1420,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45122036/2009(H1N1)
7,"M1,M2",CY052488,Yes,987,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45122036/2009(H1N1)
4,HA,CY052487,Yes,1734,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45122036/2009(H1N1)
4,HA,CY052479,Yes,1734,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45122282/2009(H1N1)
6,NA,CY052481,Yes,1420,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45122282/2009(H1N1)
8,"NS1,NS2",CY052483,Yes,850,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45122282/2009(H1N1)
1,PB2,CY052486,Yes,2293,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45122282/2009(H1N1)
2,PB1,CY052485,Yes,2303,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45122282/2009(H1N1)
3,"PA,PA-X protein(+41)",CY052484,Yes,2175,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45122282/2009(H1N1)
5,NP,CY052482,Yes,1523,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45122282/2009(H1N1)
7,"M1,M2",CY052480,Yes,987,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45122282/2009(H1N1)
2,PB1,CY052461,Yes,2303,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45122369/2009(H1N1)
3,"PA,PA-X protein(+41)",CY052460,Yes,2175,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45122369/2009(H1N1)
1,PB2,CY052462,Yes,2292,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45122369/2009(H1N1)
7,"M1,M2",CY052456,Yes,987,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45122369/2009(H1N1)
6,NA,CY052457,Yes,1420,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45122369/2009(H1N1)
5,NP,CY052458,Yes,1523,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45122369/2009(H1N1)
8,"NS1,NS2",CY052459,Yes,850,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45122369/2009(H1N1)
4,HA,CY052455,Yes,1734,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45122369/2009(H1N1)
7,"M1,M2",CY052440,Yes,987,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45122538/2009(H1N1)
6,NA,CY052441,Yes,1420,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45122538/2009(H1N1)
5,NP,CY052442,Yes,1523,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45122538/2009(H1N1)
8,"NS1,NS2",CY052443,Yes,850,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45122538/2009(H1N1)
3,"PA,PA-X protein(+41)",CY052444,Yes,2175,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45122538/2009(H1N1)
2,PB1,CY052445,Yes,2303,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45122538/2009(H1N1)
1,PB2,CY052446,Yes,2293,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45122538/2009(H1N1)
4,HA,CY052439,Yes,1734,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45122538/2009(H1N1)
8,"NS1,NS2",CY052563,Yes,850,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45122722/2009(H1N1)
3,"PA,PA-X protein(+41)",CY052564,Yes,2175,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45122722/2009(H1N1)
2,PB1,CY052565,Yes,2303,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45122722/2009(H1N1)
5,NP,CY052562,Yes,1523,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45122722/2009(H1N1)
6,NA,CY052561,Yes,1420,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45122722/2009(H1N1)
1,PB2,CY052566,Yes,2293,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45122722/2009(H1N1)
4,HA,CY052559,Yes,1734,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45122722/2009(H1N1)
7,"M1,M2",CY052560,Yes,987,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45122722/2009(H1N1)
1,PB2,CY052558,Yes,2293,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45122774/2009(H1N1)
2,PB1,CY052557,Yes,2303,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45122774/2009(H1N1)
3,"PA,PA-X protein(+41)",CY052556,Yes,2175,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45122774/2009(H1N1)
8,"NS1,NS2",CY052555,Yes,850,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45122774/2009(H1N1)
6,NA,CY052553,Yes,1420,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45122774/2009(H1N1)
5,NP,CY052554,Yes,1523,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45122774/2009(H1N1)
7,"M1,M2",CY052552,Yes,987,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45122774/2009(H1N1)
4,HA,CY052551,Yes,1734,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45122774/2009(H1N1)
5,NP,CY052946,Yes,1523,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45122886/2009(H1N1)
6,NA,CY052945,Yes,1420,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45122886/2009(H1N1)
8,"NS1,NS2",CY052947,Yes,850,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45122886/2009(H1N1)
4,HA,CY052943,Yes,1732,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45122886/2009(H1N1)
